File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF288AJS	tar	tar		differential splicing quantifications	hg19	ENCSR831YGP	shRNA RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/2130/'], '@type': ['Target', 'Item'], 'name': 'EWSR1-human', 'label': 'EWSR1', '@id': '/targets/EWSR1-human/', 'title': 'EWSR1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'b10fd62b-7f79-4b9b-a76e-d39d834fe63a', 'status': 'released'}				EWSR1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-10-16	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF308UUY/, /files/ENCFF203CYP/, /files/ENCFF309OOI/, /files/ENCFF209PLP/	3902427	Brenton Graveley, UConn	5b98cead37babe8da801959b52e2d8a4		https://www.encodeproject.org/files/ENCFF288AJS/@@download/ENCFF288AJS.tar.gz	V19			released	s3://encode-public/2019/11/13/d23d8807-139c-4769-8c8f-afb4a2f73c39/ENCFF288AJS.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/d23d8807-139c-4769-8c8f-afb4a2f73c39/ENCFF288AJS.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF966BTY	tar	tar		differential splicing quantifications	hg19	ENCSR831YGP	shRNA RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/2130/'], '@type': ['Target', 'Item'], 'name': 'EWSR1-human', 'label': 'EWSR1', '@id': '/targets/EWSR1-human/', 'title': 'EWSR1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'b10fd62b-7f79-4b9b-a76e-d39d834fe63a', 'status': 'released'}				EWSR1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-10-16	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF308UUY/, /files/ENCFF203CYP/, /files/ENCFF309OOI/, /files/ENCFF209PLP/	3368334	Brenton Graveley, UConn	228c670a3ccde24acb6653c6b829fc93		https://www.encodeproject.org/files/ENCFF966BTY/@@download/ENCFF966BTY.tar.gz	V19			released	s3://encode-public/2019/11/13/e499cf41-0987-4a4b-9212-adbdea6cc18e/ENCFF966BTY.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/e499cf41-0987-4a4b-9212-adbdea6cc18e/ENCFF966BTY.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF109SNV	tar	tar		differential splicing quantifications	hg19	ENCSR998RZI	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/8148/'], '@type': ['Target', 'Item'], 'name': 'TAF15-human', 'label': 'TAF15', '@id': '/targets/TAF15-human/', 'title': 'TAF15 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '837ed39c-1bd1-4b92-9d04-b011dc9bdc39', 'status': 'released'}				TAF15-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-10-16	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF970XIQ/, /files/ENCFF166NGR/, /files/ENCFF755GKJ/, /files/ENCFF571ARP/	4125330	Brenton Graveley, UConn	d56848a175143cc771e93603937c8124		https://www.encodeproject.org/files/ENCFF109SNV/@@download/ENCFF109SNV.tar.gz	V19			released	s3://encode-public/2019/11/13/1bc7e280-1b60-40f9-9c29-b2cda82c888f/ENCFF109SNV.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/1bc7e280-1b60-40f9-9c29-b2cda82c888f/ENCFF109SNV.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF084JKC	tar	tar		differential splicing quantifications	hg19	ENCSR998RZI	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/8148/'], '@type': ['Target', 'Item'], 'name': 'TAF15-human', 'label': 'TAF15', '@id': '/targets/TAF15-human/', 'title': 'TAF15 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '837ed39c-1bd1-4b92-9d04-b011dc9bdc39', 'status': 'released'}				TAF15-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-10-16	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF970XIQ/, /files/ENCFF166NGR/, /files/ENCFF755GKJ/, /files/ENCFF571ARP/	3383187	Brenton Graveley, UConn	407074b4a038f944e529ad1e49338059		https://www.encodeproject.org/files/ENCFF084JKC/@@download/ENCFF084JKC.tar.gz	V19			released	s3://encode-public/2019/11/13/d3d76b85-d02d-4459-a655-f08cbd8da9eb/ENCFF084JKC.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/d3d76b85-d02d-4459-a655-f08cbd8da9eb/ENCFF084JKC.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF050DEJ	tar	tar		differential splicing quantifications	hg19	ENCSR998RZI	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/8148/'], '@type': ['Target', 'Item'], 'name': 'TAF15-human', 'label': 'TAF15', '@id': '/targets/TAF15-human/', 'title': 'TAF15 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '837ed39c-1bd1-4b92-9d04-b011dc9bdc39', 'status': 'released'}				TAF15-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-10-16	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF970XIQ/, /files/ENCFF166NGR/, /files/ENCFF755GKJ/, /files/ENCFF571ARP/	16626181	Brenton Graveley, UConn	17b73b1daca207bab8366d66d83a74a8		https://www.encodeproject.org/files/ENCFF050DEJ/@@download/ENCFF050DEJ.tar.gz	V19			released	s3://encode-public/2019/11/13/51d39ba3-0093-4f21-aab9-3581d54055bf/ENCFF050DEJ.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/51d39ba3-0093-4f21-aab9-3581d54055bf/ENCFF050DEJ.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF707RAF	tar	tar		differential splicing quantifications	hg19	ENCSR066VOO	shRNA RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6426/'], '@type': ['Target', 'Item'], 'name': 'SRSF1-human', 'label': 'SRSF1', '@id': '/targets/SRSF1-human/', 'title': 'SRSF1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '1c3836c0-1a3a-4156-8901-d01942830311', 'status': 'released'}				SRSF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-10-16	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF669MME/, /files/ENCFF446HUH/, /files/ENCFF019XTR/, /files/ENCFF970PYT/	4864168	Brenton Graveley, UConn	d8204b06891dfded7f7fc247e96bcb32		https://www.encodeproject.org/files/ENCFF707RAF/@@download/ENCFF707RAF.tar.gz	V19			released	s3://encode-public/2019/11/13/3e717b59-0ac5-4ac5-9de9-8412f28ed349/ENCFF707RAF.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/3e717b59-0ac5-4ac5-9de9-8412f28ed349/ENCFF707RAF.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF902NRJ	tar	tar		differential splicing quantifications	hg19	ENCSR066VOO	shRNA RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6426/'], '@type': ['Target', 'Item'], 'name': 'SRSF1-human', 'label': 'SRSF1', '@id': '/targets/SRSF1-human/', 'title': 'SRSF1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '1c3836c0-1a3a-4156-8901-d01942830311', 'status': 'released'}				SRSF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-10-16	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF669MME/, /files/ENCFF446HUH/, /files/ENCFF019XTR/, /files/ENCFF970PYT/	3955700	Brenton Graveley, UConn	9bd9619e73dd9670d1985a1efda7b096		https://www.encodeproject.org/files/ENCFF902NRJ/@@download/ENCFF902NRJ.tar.gz	V19			released	s3://encode-public/2019/11/13/fb1ba3cc-7f13-4be9-ae39-468cf0f24f48/ENCFF902NRJ.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/fb1ba3cc-7f13-4be9-ae39-468cf0f24f48/ENCFF902NRJ.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF835ZYM	tar	tar		differential splicing quantifications	hg19	ENCSR066VOO	shRNA RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6426/'], '@type': ['Target', 'Item'], 'name': 'SRSF1-human', 'label': 'SRSF1', '@id': '/targets/SRSF1-human/', 'title': 'SRSF1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '1c3836c0-1a3a-4156-8901-d01942830311', 'status': 'released'}				SRSF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-10-16	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF669MME/, /files/ENCFF446HUH/, /files/ENCFF019XTR/, /files/ENCFF970PYT/	16216294	Brenton Graveley, UConn	5a88aa0fe3a1fc692622f60514f1caf9		https://www.encodeproject.org/files/ENCFF835ZYM/@@download/ENCFF835ZYM.tar.gz	V19			released	s3://encode-public/2019/11/13/e0d935a2-9dcf-452c-aa99-d8a7e8811ca4/ENCFF835ZYM.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/e0d935a2-9dcf-452c-aa99-d8a7e8811ca4/ENCFF835ZYM.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF651GFP	tar	tar		differential splicing quantifications	hg19	ENCSR094KBY	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6426/'], '@type': ['Target', 'Item'], 'name': 'SRSF1-human', 'label': 'SRSF1', '@id': '/targets/SRSF1-human/', 'title': 'SRSF1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '1c3836c0-1a3a-4156-8901-d01942830311', 'status': 'released'}				SRSF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-10-16	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF223XHU/, /files/ENCFF707GZQ/, /files/ENCFF755GKJ/, /files/ENCFF571ARP/	4991090	Brenton Graveley, UConn	9bdee0671303959a06db1f871a489a88		https://www.encodeproject.org/files/ENCFF651GFP/@@download/ENCFF651GFP.tar.gz	V19			released	s3://encode-public/2019/11/13/2050812e-fdb5-4a6c-9f37-7d90a6323986/ENCFF651GFP.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/2050812e-fdb5-4a6c-9f37-7d90a6323986/ENCFF651GFP.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF651OWX	tar	tar		differential splicing quantifications	hg19	ENCSR094KBY	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6426/'], '@type': ['Target', 'Item'], 'name': 'SRSF1-human', 'label': 'SRSF1', '@id': '/targets/SRSF1-human/', 'title': 'SRSF1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '1c3836c0-1a3a-4156-8901-d01942830311', 'status': 'released'}				SRSF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-10-16	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF223XHU/, /files/ENCFF707GZQ/, /files/ENCFF755GKJ/, /files/ENCFF571ARP/	17273518	Brenton Graveley, UConn	3d4bd9f2cd370ed8deb4f1957da57e7f		https://www.encodeproject.org/files/ENCFF651OWX/@@download/ENCFF651OWX.tar.gz	V19			released	s3://encode-public/2019/11/13/5229064c-987b-4760-a86f-9257911aeb03/ENCFF651OWX.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/5229064c-987b-4760-a86f-9257911aeb03/ENCFF651OWX.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF866RIG	tar	tar		differential splicing quantifications	hg19	ENCSR094KBY	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6426/'], '@type': ['Target', 'Item'], 'name': 'SRSF1-human', 'label': 'SRSF1', '@id': '/targets/SRSF1-human/', 'title': 'SRSF1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '1c3836c0-1a3a-4156-8901-d01942830311', 'status': 'released'}				SRSF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-10-16	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF223XHU/, /files/ENCFF707GZQ/, /files/ENCFF755GKJ/, /files/ENCFF571ARP/	3958488	Brenton Graveley, UConn	21285acf25054338f8ad8b5f3eb639e1		https://www.encodeproject.org/files/ENCFF866RIG/@@download/ENCFF866RIG.tar.gz	V19			released	s3://encode-public/2019/11/13/450e32c9-ac82-45b5-a67b-b834d3096724/ENCFF866RIG.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/450e32c9-ac82-45b5-a67b-b834d3096724/ENCFF866RIG.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF163VQG	tar	tar		differential splicing quantifications	hg19	ENCSR995JMS	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4670/'], '@type': ['Target', 'Item'], 'name': 'HNRNPM-human', 'label': 'HNRNPM', '@id': '/targets/HNRNPM-human/', 'title': 'HNRNPM (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '74bdb9ae-d2d7-4a6a-9954-8e5e7ed55f4c', 'status': 'released'}				HNRNPM-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2016-03-16	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF833UFJ/, /files/ENCFF303DFN/, /files/ENCFF124DWE/, /files/ENCFF774FAK/	3293821	Brenton Graveley, UConn	c72f6d1a56f656b3a25c6d0c46a2cc34		https://www.encodeproject.org/files/ENCFF163VQG/@@download/ENCFF163VQG.tar.gz	V19			released	s3://encode-public/2019/11/13/cd524257-6a4d-4e2e-bd2b-c8c8720be210/ENCFF163VQG.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/cd524257-6a4d-4e2e-bd2b-c8c8720be210/ENCFF163VQG.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF624LQC	tar	tar		differential splicing quantifications	hg19	ENCSR995JMS	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4670/'], '@type': ['Target', 'Item'], 'name': 'HNRNPM-human', 'label': 'HNRNPM', '@id': '/targets/HNRNPM-human/', 'title': 'HNRNPM (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '74bdb9ae-d2d7-4a6a-9954-8e5e7ed55f4c', 'status': 'released'}				HNRNPM-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2016-03-16	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF833UFJ/, /files/ENCFF303DFN/, /files/ENCFF124DWE/, /files/ENCFF774FAK/	16087609	Brenton Graveley, UConn	e89d5c55bdfb7496f9966a43f5636cca		https://www.encodeproject.org/files/ENCFF624LQC/@@download/ENCFF624LQC.tar.gz	V19			released	s3://encode-public/2019/11/13/90440cd3-913c-4884-b1a0-a48d49f187ec/ENCFF624LQC.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/90440cd3-913c-4884-b1a0-a48d49f187ec/ENCFF624LQC.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF071WXK	tar	tar		differential splicing quantifications	hg19	ENCSR995JMS	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4670/'], '@type': ['Target', 'Item'], 'name': 'HNRNPM-human', 'label': 'HNRNPM', '@id': '/targets/HNRNPM-human/', 'title': 'HNRNPM (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '74bdb9ae-d2d7-4a6a-9954-8e5e7ed55f4c', 'status': 'released'}				HNRNPM-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2016-03-16	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF833UFJ/, /files/ENCFF303DFN/, /files/ENCFF124DWE/, /files/ENCFF774FAK/	3916366	Brenton Graveley, UConn	674416ad4d2e73ad926f03034b42e014		https://www.encodeproject.org/files/ENCFF071WXK/@@download/ENCFF071WXK.tar.gz	V19			released	s3://encode-public/2019/11/13/f0368672-346f-436a-aa53-1bccde061bd2/ENCFF071WXK.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/f0368672-346f-436a-aa53-1bccde061bd2/ENCFF071WXK.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF153MZG	tar	tar		differential splicing quantifications	hg19	ENCSR561CBC	shRNA RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/8570/'], '@type': ['Target', 'Item'], 'name': 'KHSRP-human', 'label': 'KHSRP', '@id': '/targets/KHSRP-human/', 'title': 'KHSRP (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '6ff816a9-6c43-43a2-969f-f3b35e428955', 'status': 'released'}				KHSRP-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-10-16	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF078YPS/, /files/ENCFF225SBM/, /files/ENCFF019XTR/, /files/ENCFF970PYT/	3643861	Brenton Graveley, UConn	cc59cf08420e5844a97c140f0fa67f4f		https://www.encodeproject.org/files/ENCFF153MZG/@@download/ENCFF153MZG.tar.gz	V19			released	s3://encode-public/2019/11/13/530aeaf8-2c98-44d2-9eac-3717f8d85d32/ENCFF153MZG.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/530aeaf8-2c98-44d2-9eac-3717f8d85d32/ENCFF153MZG.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
