ID	Name	Type	MDA	MCF	UHRR	K562	HEK	Hela	Plasma
ENSG00000265683	SYPL1P2	pseudogene	0	0	2	0	0	13	0
ENSG00000265688	MAFG-AS1	Antisense	21	12	75	28	24	30	2
ENSG00000265690	AC074143.1	protein_coding	25	95	260	95	63	33	1
ENSG00000265692	LINC01970	lincRNA	45	25	162	44	70	169	1
ENSG00000265693	AC026271.5	pseudogene	0	0	0	0	2	5	0
ENSG00000265697	AC011824.3	Antisense	0	0	0	0	0	1	1
ENSG00000265702	AC005821.1	Antisense	45	53	50	8	30	85	16
ENSG00000265706	SNORD53B	snoRNA	29030	58011	190827	94288	123326	119775	4
ENSG00000265713	AC023389.2	pseudogene	0	0	7	0	7	14	0
ENSG00000265719	MIR4681	miRNA	1	0	4	0	0	0	0
ENSG00000265724	MIR4284	miRNA	21	0	0	0	1	0	3
ENSG00000265728	AP001099.1	lincRNA	0	3	9	0	0	0	3
ENSG00000265733	SNORA74C-1	snoRNA	2	0	2	1	1	27	0
ENSG00000265734	MIR4438	miRNA	0	1	7	0	0	0	0
ENSG00000265737	AP006565.1	Antisense	15	42	80	51	30	43	3
ENSG00000265739	AC104984.3	Antisense	0	0	0	0	0	1	0
ENSG00000265744	MIR4427	miRNA	0	0	0	0	0	18	1
ENSG00000265749	AC135178.3	Antisense	0	5	15	4	30	0	10
ENSG00000265750	AC090772.3	lincRNA	25	29	299	10	96	26	3
ENSG00000265751	AC015878.1	Antisense	0	0	23	2	13	0	10
ENSG00000265752	AC010754.1	lincRNA	0	0	16	0	3	122	3
ENSG00000265758	LINC01900	lincRNA	2	4	31	3	19	2	14
ENSG00000265763	ZNF488	protein_coding	32	39	39	9	34	81	10
ENSG00000265766	CXADRP3	pseudogene	4	4	58	9	16	8	31
ENSG00000265778	AC018413.1	Antisense	7	22	74	2	33	24	2
ENSG00000265784	AC006441.3	Antisense	1	6	0	0	0	0	0
ENSG00000265786	LINC01906	lincRNA	0	0	4	1	1	1	0
ENSG00000265787	CYP4F35P	pseudogene	0	0	9	2	2	16	5
ENSG00000265788	AC015688.4	pseudogene	0	0	8	0	0	0	4
ENSG00000265790	RNASEH1P1	pseudogene	0	0	0	0	0	5	0
ENSG00000265791	AC127024.4	lncRNA	0	0	11	0	0	0	0
ENSG00000265794	AC005899.4	lncRNA	3	11	141	37	52	101	8
ENSG00000265798	AC138207.6	pseudogene	3	1	5	2	0	0	5
ENSG00000265799	AC090844.3	lincRNA	0	0	1	0	0	0	5
ENSG00000265800	AC022211.3	lncRNA	424	316	1381	237	602	207	0
ENSG00000265801	AC069366.2	lncRNA	0	0	3	1	0	0	0
ENSG00000265806	MIR4292	miRNA	1	0	19	4	2	0	0
ENSG00000265808	SEC22B	protein_coding	68	301	1358	84	125	1312	7
ENSG00000265810	MIR3907	miRNA	0	7	1	0	1	0	2
ENSG00000265815	MIR1273G	miRNA	0	5	17	5	4	0	2
ENSG00000265817	FSBP	protein_coding	38	128	607	49	101	617	10
ENSG00000265818	EEF1E1-BLOC1S5	protein_coding	186	75	873	292	372	614	3
ENSG00000265828	MIR3939	miRNA	0	0	12	0	0	0	0
ENSG00000265829	MIR548AG1	miRNA	0	0	0	0	0	13	0
ENSG00000265840	AC010761.5	Antisense	0	3	0	0	1	0	0
ENSG00000265841	MIR548X	miRNA	0	0	0	4	0	0	0
ENSG00000265843	LINC01029	lincRNA	6	15	618	750	15	0	4
ENSG00000265844	AC100863.1	lincRNA	1	3	22	2	10	1	6
ENSG00000265845	AC024267.4	Antisense	0	5	9	0	3	0	1
ENSG00000265846	MIR4276	miRNA	23	16	6	1	28	17	0
ENSG00000265867	MIR4516	miRNA	7	12	121	6	7	78	12
ENSG00000265871	MIR3174	miRNA	0	1	20	0	0	2	0
ENSG00000265873	MIR4289	miRNA	0	0	6	0	1	0	0
ENSG00000265878	MIR3914-1	miRNA	0	0	0	0	0	4	0
ENSG00000265879	MIR4748	miRNA	0	7	0	0	0	0	0
ENSG00000265883	AC060771.1	pseudogene	2	2	29	3	7	0	0
ENSG00000265888	DSCAS	Antisense	5	11	11	65	24	5	4
ENSG00000265907	AP000919.2	Antisense	0	0	5	0	0	5	2
ENSG00000265912	AC037487.1	lincRNA	0	0	15	26	6	1	1
ENSG00000265916	AC015818.6	pseudogene	0	0	0	0	5	0	0
ENSG00000265927	AC125421.2	lincRNA	0	0	0	0	3	0	1
ENSG00000265929	MIR5195	miRNA	0	0	0	0	0	12	0
ENSG00000265933	LINC00668	lincRNA	0	0	39	23	1	0	2
ENSG00000265936	AC091042.1	pseudogene	9	13	103	22	9	11	1
ENSG00000265939	UBE2CP2	pseudogene	0	2	0	0	0	0	0
ENSG00000265943	AC090912.1	Antisense	23	10	125	18	58	107	7
ENSG00000265944	LINC01387	lincRNA	0	9	13	0	4	2	11
ENSG00000265948	AC015878.2	lncRNA	0	0	8	0	0	0	0
ENSG00000265954	MIR4749	miRNA	10	2	15	0	3	0	0
ENSG00000265957	MIR4319	miRNA	0	0	0	0	0	2	0
ENSG00000265962	GACAT2	Antisense	242	21	300	30	45	14	4
ENSG00000265967	AC100830.3	Antisense	0	0	13	1	2	0	4
ENSG00000265971	AC005828.5	lincRNA	0	0	1	0	0	0	0
ENSG00000265972	TXNIP	protein_coding	672	2829	4894	2639	461	4043	105
ENSG00000265975	AC002091.1	lincRNA	0	6	15	0	2	0	0
ENSG00000265976	MIR4725	miRNA	6	22	45	7	14	0	0
ENSG00000265980	AC074237.1	lincRNA	0	2	6	0	1	0	6
ENSG00000265982	AC103810.3	pseudogene	0	7	2	0	0	0	0
ENSG00000265984	AC022809.1	lincRNA	0	0	12	6	3	0	1
ENSG00000265987	AC011933.4	Antisense	0	0	8	1	9	33	14
ENSG00000265991	MIR4519	miRNA	13	7	35	13	39	107	2
ENSG00000265992	ESRG	lncRNA	3	4	1141	12	8	0	4
ENSG00000265994	AC023932.1	lincRNA	0	0	9	0	2	0	0
ENSG00000265995	AC069114.1	lincRNA	0	0	6	0	2	0	4
ENSG00000265996	MIR3671	miRNA	0	0	14	7	7	0	0
ENSG00000266006	MIR4488	miRNA	0	8	1	1	1	15	1
ENSG00000266010	GATA6-AS1	lincRNA	18	2	3	1	23	0	2
ENSG00000266012	MIR4764	miRNA	0	0	0	0	1	0	0
ENSG00000266015	MIR4309	miRNA	0	0	1	0	1	0	1
ENSG00000266017	MIR4477B	miRNA	0	0	1	0	0	0	3
ENSG00000266028	SRGAP2	protein_coding	11654	18020	40724	22028	32685	113788	51
ENSG00000266036	AC016888.1	Antisense	2	4	8	5	4	10	0
ENSG00000266038	MIR4659A	miRNA	0	0	0	0	2	0	0
ENSG00000266041	MIR4690	miRNA	12	8	22	1	2	8	0
ENSG00000266049	AP001011.1	Antisense	1	2	34	13	7	11	16
ENSG00000266050	AC233702.7	pseudogene	0	2	25	0	0	0	2
ENSG00000266052	MIR4500	miRNA	0	0	0	0	0	9	0
ENSG00000266053	NDUFV2-AS1	Antisense	6	29	104	14	40	101	3
ENSG00000266063	MIR4771-2	miRNA	0	0	2	0	0	0	0
ENSG00000266066	POLRMTP1	pseudogene	15	33	204	63	57	34	7
ENSG00000266074	BAHCC1	protein_coding	123	186	1954	198	507	1178	38
ENSG00000266076	AC004805.1	protein_coding	8	20	33	2	20	4	22
ENSG00000266079	SNORA59B	snoRNA	2407	9253	36527	20575	21713	15479	2
ENSG00000266086	AC015813.2	protein_coding	23	292	1330	97	186	973	0
ENSG00000266088	AC004585.1	lincRNA	13	1	62	18	5	0	6
ENSG00000266094	RASSF5	protein_coding	23	45	1124	300	88	162	73
ENSG00000266099	MIR5700	miRNA	41	113	112	64	60	240	30
ENSG00000266100	AC007431.2	Antisense	0	0	0	0	5	0	0
ENSG00000266101	AC004408.1	Antisense	0	0	6	0	0	0	0
ENSG00000266104	MIR4326	miRNA	0	0	1	4	5	13	0
ENSG00000266106	AC103809.1	Antisense	0	0	4	1	4	0	2
ENSG00000266107	MIR4525	miRNA	0	1	1	2	0	0	0
ENSG00000266110	MIR4423	miRNA	0	0	0	0	1	0	0
ENSG00000266111	AC068025.2	lincRNA	18	124	342	54	120	471	25
ENSG00000266114	AC015908.4	lincRNA	0	0	7	0	0	0	2
ENSG00000266120	AC104984.4	Antisense	0	0	3	3	0	2	2
ENSG00000266124	MIR5587	miRNA	0	1	0	0	0	0	0
ENSG00000266126	AC005730.3	lncRNA	0	14	7	3	0	32	0
ENSG00000266127	ZNF415P1	pseudogene	0	19	35	2	1	88	1
ENSG00000266139	MIR4435-2	miRNA	0	2	5	0	0	0	0
ENSG00000266140	MIR4533	miRNA	0	0	0	0	5	0	0
ENSG00000266144	MIR4654	miRNA	0	0	6	1	0	0	0
ENSG00000266145	RHOT1P1	pseudogene	1	5	2	1	0	0	0
ENSG00000266146	MIR5190	miRNA	0	0	8	0	0	0	0
ENSG00000266149	AP001094.3	Antisense	0	0	0	0	0	0	4
ENSG00000266151	MIR3646	miRNA	0	0	5	0	0	0	1
ENSG00000266155	AC103810.4	pseudogene	0	8	18	0	0	68	0
ENSG00000266173	STRADA	protein_coding	2	8	29	5	13	31	1
ENSG00000266179	AC025627.3	pseudogene	0	0	3	0	0	0	201
ENSG00000266180	MIR4282	miRNA	2	1	0	0	0	0	0
ENSG00000266184	AC018371.2	pseudogene	3	6	17	13	19	0	0
ENSG00000266188	MIR5095	miRNA	208	835	2989	617	1166	1019	2270
ENSG00000266190	AC090287.1	pseudogene	0	1	5	0	0	0	0
ENSG00000266192	MIR1260B	miRNA	1	225	17	36	143	5	3
ENSG00000266194	MIR4661	miRNA	0	7	0	0	0	0	0
ENSG00000266200	PNLIPRP2	pseudogene	1	0	11	0	0	1	9
ENSG00000266202	AC005697.1	protein_coding	0	3	19	5	6	11	24
ENSG00000266203	MIR5585	miRNA	0	0	9	1	1	43	1
ENSG00000266206	MIR3926-1	miRNA	0	0	0	0	5	0	0
ENSG00000266208	AC080112.1	Antisense	8	34	99	13	12	89	6
ENSG00000266217	CTSLP2	pseudogene	1	1	3	0	1	0	0
ENSG00000266222	AC036222.2	lncRNA	0	0	0	5	4	0	1
ENSG00000266227	NPM1P2	pseudogene	0	1	3	0	2	0	0
ENSG00000266228	MIR3611	miRNA	0	0	0	0	0	3	0
ENSG00000266232	MIR3178	miRNA	12	32	17	15	35	40	2
ENSG00000266236	NARF-IT1	lncRNA	4	22	71	19	15	0	1
ENSG00000266237	AC121320.1	lncRNA	0	0	4	0	1	19	0
ENSG00000266240	MIR5091	miRNA	0	3	22	2	20	0	0
ENSG00000266242	GRAMD4P7	pseudogene	0	2	3	0	0	0	0
ENSG00000266248	AC011474.2	Antisense	0	1	7	0	0	23	11
ENSG00000266251	COX6CP3	pseudogene	8	34	40	18	15	1	0
ENSG00000266255	MIR4475	miRNA	0	0	4	0	0	0	0
ENSG00000266256	LINC00683	lincRNA	0	24	13	1	2	0	1
ENSG00000266258	LINC01909	lincRNA	13	5	52	2	9	0	6
ENSG00000266261	AC005324.5	Antisense	0	1	23	0	1	76	0
ENSG00000266262	MIR4428	miRNA	2	1	12	0	0	26	1
ENSG00000266265	KLF14	protein_coding	0	1	24	0	3	0	1
ENSG00000266268	AP005203.1	lincRNA	6	7	15	27	9	3	35
ENSG00000266270	MIR5096	miRNA	220	637	2399	300	404	447	1222
ENSG00000266276	MIR4743	miRNA	0	0	0	0	1	0	0
ENSG00000266278	LINC01910	lincRNA	12	1	22	1	2	0	0
ENSG00000266282	UBL5P2	pseudogene	153	161	1024	163	308	105	0
ENSG00000266288	AP005671.1	lincRNA	0	1	1	0	0	0	0
ENSG00000266289	AC012213.3	lincRNA	0	0	3	0	1	0	0
ENSG00000266290	AC015813.3	lincRNA	0	5	10	27	3	2	0
ENSG00000266291	MIR3180-3	miRNA	2	0	0	14	2	0	0
ENSG00000266296	ARIH2P1	pseudogene	2	1	5	1	0	3	0
ENSG00000266297	MIR744	miRNA	36	73	279	99	294	380	28
ENSG00000266299	MIR3118-1	miRNA	0	0	11	0	0	0	1
ENSG00000266302	AC098850.4	protein_coding	1	15	81	7	6	37	2
ENSG00000266304	LIVAR	lincRNA	0	0	0	0	0	37	0
ENSG00000266306	AC061975.5	pseudogene	0	1	0	1	4	0	1
ENSG00000266307	MIR5093	miRNA	0	1	8	1	0	0	0
ENSG00000266311	AC007952.8	lincRNA	331	251	2492	417	719	608	6
ENSG00000266312	LINC01927	lincRNA	0	1	7	0	0	0	4
ENSG00000266313	AC026254.4	lincRNA	2	34	59	22	5	46	4
ENSG00000266315	MIR4668	miRNA	0	4	3	1	7	7	0
ENSG00000266320	MIR3909	miRNA	0	0	0	0	1	0	0
ENSG00000266324	MIR4663	miRNA	0	3	2	9	2	0	0
ENSG00000266325	MIR3665	miRNA	0	3	0	0	2	0	3
ENSG00000266327	MIR4503	miRNA	0	2	6	15	8	34	1
ENSG00000266338	NBPF15	protein_coding	290	522	1849	193	360	1888	12
ENSG00000266340	AC138207.7	Antisense	0	2	3	1	0	0	3
ENSG00000266341	AC004477.2	Antisense	0	0	2	0	0	0	0
ENSG00000266356	AC090615.1	pseudogene	0	0	0	0	0	0	2
ENSG00000266357	LINC02074	lincRNA	0	4	17	0	2	2	32
ENSG00000266365	AC053481.3	pseudogene	1	28	19	39	5	33	8
ENSG00000266368	AC005410.2	Antisense	5	14	123	12	21	3	9
ENSG00000266370	MIR3657	miRNA	0	0	6	0	0	20	0
ENSG00000266371	AC079915.1	lncRNA	0	14	7	0	7	30	2
ENSG00000266373	AP002472.1	pseudogene	1	1	4	1	2	1	1
ENSG00000266378	AC005224.3	lincRNA	0	4	15	0	0	0	8
ENSG00000266379	AC090616.5	pseudogene	1	0	2	0	1	10	1
ENSG00000266383	MIR5002	miRNA	4	0	0	0	2	0	0
ENSG00000266385	AC005899.5	lincRNA	0	1	11	1	0	0	0
ENSG00000266389	AC002091.2	lincRNA	1	10	12	0	1	0	2
ENSG00000266397	AP000919.3	Antisense	0	0	11	7	2	18	3
ENSG00000266401	AP002478.1	Antisense	0	0	40	38	1	171	0
ENSG00000266402	SNHG25	lincRNA	1836	1151	11014	1433	2734	3088	0
ENSG00000266405	CBX3P2	pseudogene	14	15	65	12	37	127	1
ENSG00000266411	AC005972.1	lincRNA	1	10	3	0	0	58	0
ENSG00000266412	NCOA4	protein_coding	263	513	3110	396	411	1812	51
ENSG00000266417	MIR4424	miRNA	5	64	144	9	19	66	188
ENSG00000266421	MIR4451	miRNA	0	0	0	0	0	9	0
ENSG00000266426	MIR4719	miRNA	0	0	3	0	0	0	0
ENSG00000266433	TBC1D3P5	pseudogene	0	0	1	0	0	4	6
ENSG00000266437	MIR4746	miRNA	0	0	0	0	5	0	0
ENSG00000266441	AP005205.2	Antisense	3	0	16	4	22	0	0
ENSG00000266445	NARF-AS1	Antisense	0	0	6	0	1	28	0
ENSG00000266446	AL449423.1	lncRNA	0	1	25	0	6	10	0
ENSG00000266449	MIR3713	miRNA	1	0	3	7	2	0	0
ENSG00000266450	AC019183.1	lincRNA	10	25	87	29	21	8	12
ENSG00000266454	MIR3179-3	miRNA	0	1	2	5	9	13	2
ENSG00000266458	MIR4259	miRNA	0	17	4	1	0	0	0
ENSG00000266460	AC021506.1	lincRNA	0	1	3	1	1	2	7
ENSG00000266463	MIR3196	miRNA	0	4	0	0	0	1	0
ENSG00000266469	AC005288.1	Antisense	0	5	9	16	23	41	3
ENSG00000266472	MRPS21	protein_coding	528	3360	13308	2138	5301	2340	17
ENSG00000266473	AC007448.3	Antisense	0	26	122	7	8	38	0
ENSG00000266479	AC105245.1	pseudogene	0	1	5	0	1	0	0
ENSG00000266490	AC127024.5	lincRNA	4	6	33	0	2	0	0
ENSG00000266495	AC011731.1	Antisense	0	6	6	6	6	0	1
ENSG00000266497	AC138645.1	pseudogene	5	8	29	1	7	86	1
ENSG00000266498	AC055811.3	lincRNA	71	80	153	14	58	93	0
ENSG00000266501	AC025198.1	pseudogene	1	2	8	2	2	0	0
ENSG00000266504	AC091132.3	pseudogene	5	6	51	7	3	108	3
ENSG00000266507	MIR4479	miRNA	3	4	7	0	5	23	0
ENSG00000266508	MIR3201	miRNA	0	1	8	9	6	47	1
ENSG00000266509	MIR3934	miRNA	0	0	4	0	0	0	0
ENSG00000266513	AP002478.2	lncRNA	3	1	0	0	0	37	0
ENSG00000266515	MIR4452	miRNA	0	0	1	0	0	10	3
ENSG00000266521	AC021549.1	lincRNA	0	0	0	6	1	0	0
ENSG00000266522	AP005242.2	pseudogene	0	6	7	0	1	0	1
ENSG00000266524	GDF10	protein_coding	0	3	11	1	5	0	2
ENSG00000266529	MTCYBP13	pseudogene	0	9	18	11	7	1	0
ENSG00000266533	MIR3619	miRNA	0	0	5	0	0	0	1
ENSG00000266535	AC008133.1	Antisense	0	0	7	0	2	0	6
ENSG00000266537	SPDYE22P	pseudogene	0	0	15	0	2	0	5
ENSG00000266538	AC005838.2	lincRNA	0	10	3	0	3	0	0
ENSG00000266541	AP001381.1	Antisense	0	0	2	0	0	0	0
ENSG00000266545	MIR5701-1	miRNA	0	0	4	2	2	1	0
ENSG00000266554	LINC01443	lincRNA	6	0	0	0	3	0	2
ENSG00000266555	MIR3145	miRNA	0	0	0	0	0	8	0
ENSG00000266559	MIR4530	miRNA	0	2	5	1	3	0	0
ENSG00000266560	AF274856.1	lncRNA	0	0	31	2	1	0	1
ENSG00000266563	EIF1P5	pseudogene	6	37	112	10	20	4	0
ENSG00000266564	MIR4418	miRNA	0	0	0	0	0	11	0
ENSG00000266570	MIR5579	miRNA	3	2	31	3	11	4	12
ENSG00000266573	AC018697.1	lincRNA	1	2	26	2	29	4	45
ENSG00000266575	BOLA2P1	pseudogene	13	27	137	23	81	1	0
ENSG00000266578	AP001025.3	lincRNA	1	0	16	1	2	5	7
ENSG00000266579	FO680682.1	lincRNA	0	0	13	2	0	15	0
ENSG00000266588	AC006441.4	lincRNA	0	0	5	0	0	0	2
ENSG00000266589	MIR4512	miRNA	18	35	88	15	15	0	65
ENSG00000266593	MIR4713	miRNA	0	4	0	2	0	0	0
ENSG00000266599	AC079336.4	Antisense	0	0	23	1	0	1	8
ENSG00000266601	AC018521.6	Antisense	0	0	28	0	3	30	2
ENSG00000266602	AC008109.1	lincRNA	0	1	45	65	16	2	19
ENSG00000266604	LINC01887	lincRNA	0	0	66	3	1	1	2
ENSG00000266605	LONRF2P1	pseudogene	0	0	0	0	0	0	1
ENSG00000266613	RFWD2P1	pseudogene	3	2	26	2	1	0	0
ENSG00000266617	MIR3692	miRNA	0	0	0	2	0	0	1
ENSG00000266618	MIR4742	miRNA	12	3	19	17	55	58	0
ENSG00000266619	MIR4642	miRNA	9	2	3	3	5	2	0
ENSG00000266640	MIR4754	miRNA	7	0	20	5	1	38	0
ENSG00000266642	AC024267.6	Antisense	1	3	1	1	3	20	2
ENSG00000266643	MIR3677	miRNA	1	0	1	0	0	0	0
ENSG00000266644	AC103810.5	Antisense	0	0	6	0	2	0	0
ENSG00000266648	SETP3	pseudogene	5	10	36	4	0	102	0
ENSG00000266651	AC093484.5	lincRNA	0	2	6	0	0	0	0
ENSG00000266655	MIR3908	miRNA	2	31	97	58	46	42	10
ENSG00000266665	MIR4739	miRNA	5	0	4	3	3	0	2
ENSG00000266666	MIR4325	miRNA	1	3	0	0	0	0	0
ENSG00000266667	AC005703.4	lincRNA	0	3	21	0	8	1	11
ENSG00000266668	MIR5692C2	miRNA	0	0	3	0	0	0	0
ENSG00000266677	AC087164.1	Antisense	46	23	74	11	39	84	4
ENSG00000266680	AL135905.2	Antisense	8	35	129	14	21	97	0
ENSG00000266692	snoZ6	snoRNA	0	0	3	0	0	0	0
ENSG00000266698	MIR3945	miRNA	1	2	109	22	0	32	0
ENSG00000266703	MIR4490	miRNA	2	8	10	5	4	18	0
ENSG00000266704	MIR4498	miRNA	1	1	38	8	14	31	1
ENSG00000266707	PSMD7P1	pseudogene	0	0	13	4	1	2	0
ENSG00000266709	AC005224.4	lincRNA	1	6	90	34	26	0	1
ENSG00000266711	AC021534.1	Antisense	0	1	11	0	0	0	0
ENSG00000266714	MYO15B	protein_coding	28	418	598	36	49	201	30
ENSG00000266717	AC134407.1	Antisense	9	1	8	0	2	0	0
ENSG00000266718	AC079336.5	Antisense	0	0	1	0	0	0	2
ENSG00000266721	MIR5695	miRNA	69	419	652	276	235	36	311
ENSG00000266728	AC015688.5	protein_coding	7	39	243	51	35	90	6
ENSG00000266729	DSG1-AS1	Antisense	1	6	18	25	13	0	10
ENSG00000266733	TBC1D29	protein_coding	0	0	4	0	0	0	0
ENSG00000266736	GTF2IP6	pseudogene	0	2	11	0	0	1	5
ENSG00000266744	AC005304.3	lincRNA	5	0	25	0	1	0	0
ENSG00000266745	MIR3135A	miRNA	120	1533	1468	752	516	29	27
ENSG00000266750	MIR4645	miRNA	0	0	12	0	1	0	0
ENSG00000266751	MIR3661	miRNA	0	0	11	1	3	0	2
ENSG00000266756	MIR5680	miRNA	0	2	18	0	2	0	2
ENSG00000266758	MIR3680-2	miRNA	14	6	34	1	8	2	14
ENSG00000266761	MIR3194	miRNA	0	0	0	13	2	0	0
ENSG00000266765	AC137735.1	lincRNA	0	0	7	0	2	0	9
ENSG00000266767	AP000897.2	Antisense	0	0	15	0	0	0	4
ENSG00000266776	MIR4646	miRNA	0	1	0	4	6	0	0
ENSG00000266777	SH3GL1P1	pseudogene	1	2	18	1	3	30	1
ENSG00000266780	MIR4444-2	miRNA	6	2	149	32	11	56	3
ENSG00000266782	MIR3663	miRNA	0	6	0	0	0	0	0
ENSG00000266783	AP005136.2	lncRNA	0	1	9	2	0	0	1
ENSG00000266786	LGALS9DP	pseudogene	0	1	2	0	5	0	3
ENSG00000266801	AC009137.2	lncRNA	0	0	21	6	0	7	0
ENSG00000266802	MIR4419A	miRNA	32	95	364	57	81	99	142
ENSG00000266803	AC127540.1	lncRNA	0	4	23	0	2	0	0
ENSG00000266805	AP005432.1	lncRNA	0	1	5	0	0	15	1
ENSG00000266820	KPNA2P3	pseudogene	1	117	153	17	19	118	0
ENSG00000266821	AC018521.7	lincRNA	11	1	1	0	0	0	0
ENSG00000266824	AC129492.4	lincRNA	20	36	360	84	513	132	1
ENSG00000266826	AC011195.2	protein_coding	15	30	145	119	194	299	13
ENSG00000266835	GAPLINC	lincRNA	12	6	62	5	2	29	4
ENSG00000266840	AC068254.1	Antisense	0	1	1	1	0	4	16
ENSG00000266844	AC093330.1	Antisense	3	3	34	7	0	8	1
ENSG00000266846	AP001021.2	Antisense	0	0	7	0	0	5	17
ENSG00000266850	AC090912.2	Antisense	37	96	794	39	327	636	20
ENSG00000266852	MIR4482	miRNA	0	0	0	0	0	16	0
ENSG00000266855	MIR3910-1	miRNA	0	0	0	0	4	0	0
ENSG00000266858	RPSAP67	pseudogene	0	0	1	5	1	0	0
ENSG00000266865	AC138207.8	pseudogene	5	32	94	20	89	66	15
ENSG00000266869	AC005993.1	lincRNA	1	86	92	3	2	2	15
ENSG00000266876	AC104996.2	pseudogene	4	1	37	7	4	2	0
ENSG00000266877	AC007923.4	lincRNA	22	36	80	14	16	14	18
ENSG00000266890	MIR4634	miRNA	0	0	2	0	4	0	0
ENSG00000266891	AP000902.1	pseudogene	10	9	201	90	86	7	0
ENSG00000266893	AC005394.1	lincRNA	2	8	371	89	6	0	25
ENSG00000266896	AL354892.3	lncRNA	1	1	10	1	3	26	0
ENSG00000266897	AC005546.1	lincRNA	0	0	2	0	0	4	0
ENSG00000266899	AKR1B1P7	pseudogene	2	0	6	0	0	10	0
ENSG00000266900	AC027514.1	lncRNA	1	5	18	2	2	30	0
ENSG00000266903	AC243964.2	Antisense	16	31	186	66	62	171	47
ENSG00000266904	LINC00663	lincRNA	5	29	106	2	19	30	5
ENSG00000266907	AC006116.1	pseudogene	4	15	16	3	2	1	0
ENSG00000266910	AC008507.1	pseudogene	8	11	20	0	2	92	0
ENSG00000266913	LINC01841	lincRNA	3	11	249	35	111	87	28
ENSG00000266916	ZNF793-AS1	Antisense	0	12	31	3	2	1	3
ENSG00000266920	ACTBP9	pseudogene	0	8	36	3	3	29	3
ENSG00000266921	AC006213.1	Antisense	1	11	28	3	10	0	0
ENSG00000266922	AC008543.3	lncRNA	0	20	41	4	6	24	0
ENSG00000266923	AC063949.2	Antisense	3	0	1	7	0	0	11
ENSG00000266928	AC020905.1	lincRNA	5	0	0	3	0	0	5
ENSG00000266929	AC067852.1	lncRNA	11	31	58	8	36	86	2
ENSG00000266931	AC125232.2	pseudogene	0	0	0	0	1	0	0
ENSG00000266932	AC006116.2	pseudogene	0	0	3	0	1	0	2
ENSG00000266933	AC005775.1	Antisense	13	6	44	19	23	71	15
ENSG00000266934	AC005746.1	lncRNA	0	39	26	0	1	0	1
ENSG00000266936	AC011442.1	Antisense	0	0	22	1	3	2	2
ENSG00000266938	AC119403.2	pseudogene	0	0	2	0	0	0	2
ENSG00000266941	AC024592.1	Antisense	0	0	0	3	0	1	1
ENSG00000266943	RPSAP66	pseudogene	0	1	6	1	2	0	1
ENSG00000266944	AC005262.1	pseudogene	6	8	43	1	6	26	2
ENSG00000266946	MRPL37P1	pseudogene	0	0	21	1	0	0	1
ENSG00000266947	AC022916.1	Antisense	7	30	86	2	10	113	3
ENSG00000266950	AC008752.1	lincRNA	1	10	12	4	2	0	3
ENSG00000266951	AC093072.1	lincRNA	0	0	4	0	0	0	2
ENSG00000266952	LINC01538	lincRNA	2	0	0	0	0	1	8
ENSG00000266953	AC092073.1	protein_coding	241	839	6442	500	599	1438	3
ENSG00000266957	AC012254.1	Antisense	0	4	11	2	1	25	1
ENSG00000266958	AC005779.1	Antisense	1	27	24	16	8	18	6
ENSG00000266959	AC005786.1	pseudogene	9	27	78	10	14	2	0
ENSG00000266960	FAM106DP	pseudogene	0	3	0	0	0	0	0
ENSG00000266962	AC067852.2	Antisense	35	61	317	66	108	105	5
ENSG00000266963	AC005625.1	Antisense	0	4	2	0	2	0	0
ENSG00000266964	FXYD1	protein_coding	2	7	95	15	12	0	1
ENSG00000266965	AC090220.1	lncRNA	0	0	8	0	0	0	0
ENSG00000266967	AARSD1	protein_coding	132	127	1425	373	390	875	6
ENSG00000266968	AC023421.1	lncRNA	0	1	1	0	0	0	0
ENSG00000266969	AP002449.1	Antisense	0	2	40	30	14	95	0
ENSG00000266970	AC061992.1	lincRNA	0	15	59	14	27	106	9
ENSG00000266975	FARSA-AS1	Antisense	0	0	3	1	0	0	0
ENSG00000266976	AC079466.1	lincRNA	13	10	160	1303	12	0	0
ENSG00000266977	AC006504.2	lincRNA	0	0	2	0	0	1	4
ENSG00000266978	AC011511.2	Antisense	7	7	115	24	38	15	8
ENSG00000266979	LINC01180	lincRNA	0	0	0	0	0	0	1
ENSG00000266980	AC087289.1	Antisense	0	0	4	0	0	18	1
ENSG00000266981	AC022916.2	lncRNA	0	0	0	0	0	22	0
ENSG00000266983	AC011444.1	Antisense	48	22	298	145	147	81	19
ENSG00000266987	AC104984.6	Antisense	0	0	3	0	0	0	0
ENSG00000266988	AC021517.1	lncRNA	0	2	4	1	2	0	0
ENSG00000266989	FTLP5	pseudogene	9	10	127	21	4	12	0
ENSG00000266990	AC004528.1	Antisense	1	0	13	0	4	3	1
ENSG00000266992	DHX40P1	pseudogene	4	44	64	16	22	142	1
ENSG00000266993	AL050343.1	Antisense	0	1	23	3	1	3	3
ENSG00000266994	AC020663.1	lncRNA	22	23	178	34	71	246	8
ENSG00000266997	AC090227.1	protein_coding	15	139	257	11	35	45	10
ENSG00000266998	AC111182.1	Antisense	0	0	11	5	12	0	1
ENSG00000267001	AC006538.2	protein_coding	0	0	71	27	6	4	3
ENSG00000267002	AC060780.1	lincRNA	5	53	285	30	57	338	4
ENSG00000267004	AC018761.1	lincRNA	0	1	20	1	0	1	0
